Country;name;Admin1;SubDiv;Year;Updates
2150;Cuba;;;1972;
2150;Cuba;;;1973;
2150;Cuba;;;1974;
2150;Cuba;;;1975;
2150;Cuba;;;1976;
2150;Cuba;;;1977;
2150;Cuba;;;1978;
2150;Cuba;;;1979;
2150;Cuba;;;1980;
2150;Cuba;;;1981;
2150;Cuba;;;1982;
2150;Cuba;;;1983;
2150;Cuba;;;1984;
2150;Cuba;;;1985;
2150;Cuba;;;1986;
2150;Cuba;;;1987;
2150;Cuba;;;1988;
2150;Cuba;;;1989;
2150;Cuba;;;1990;
2150;Cuba;;;1991;
2150;Cuba;;;1992;
2150;Cuba;;;1993;
2150;Cuba;;;1994;
2150;Cuba;;;1995;
2150;Cuba;;;1996;
3080;Cyprus;;;1961;
3080;Cyprus;;;1962;
3080;Cyprus;;;1963;
3080;Cyprus;;;1964;
3080;Cyprus;;;1965;
3080;Cyprus;;;1966;
3080;Cyprus;;;1967;
3080;Cyprus;;;1968;
3080;Cyprus;;;1969;
3080;Cyprus;;;1970;
3080;Cyprus;;;1974;
3080;Cyprus;;;1999;
3080;Cyprus;;;2000;
3080;Cyprus;;;2001;
3080;Cyprus;;;2002;
3080;Cyprus;;;2003;
3080;Cyprus;;;2004;
3080;Cyprus;;;2005;
3080;Cyprus;;;2006;
3080;Cyprus;;;2007;
3080;Cyprus;;;2008;
3080;Cyprus;;;2009;
3080;Cyprus;;;2010;
3080;Cyprus;;;2011;
3080;Cyprus;;;2012;
3080;Cyprus;;;2013;
3080;Cyprus;;;2014;
3080;Cyprus;;;2015;
3080;Cyprus;;;2016;
3080;Cyprus;;;2017;
3080;Cyprus;;;2018;
3080;Cyprus;;;2019;new
3080;Cyprus;;;2020;new
4045;Czech Republic;;;1985;
4045;Czech Republic;;;1986;
4045;Czech Republic;;;1987;
4045;Czech Republic;;;1988;
4045;Czech Republic;;;1989;
4045;Czech Republic;;;1990;
4045;Czech Republic;;;1991;
4045;Czech Republic;;;1992;
4045;Czech Republic;;;1993;
4045;Czech Republic;;;1994;
4045;Czech Republic;;;1995;
4045;Czech Republic;;;1996;
4045;Czech Republic;;;1997;
4045;Czech Republic;;;1998;
4045;Czech Republic;;;1999;
4045;Czech Republic;;;2000;
4045;Czech Republic;;;2001;
4045;Czech Republic;;;2002;
4045;Czech Republic;;;2003;
4045;Czech Republic;;;2004;
4045;Czech Republic;;;2005;
4045;Czech Republic;;;2006;
4045;Czech Republic;;;2007;
4045;Czech Republic;;;2008;
4045;Czech Republic;;;2009;
4045;Czech Republic;;;2010;
4045;Czech Republic;;;2011;
4045;Czech Republic;;;2012;
4045;Czech Republic;;;2013;
4045;Czech Republic;;;2014;
4045;Czech Republic;;;2015;
4045;Czech Republic;;;2016;
4045;Czech Republic;;;2017;
4045;Czech Republic;;;2018;
4045;Czech Republic;;;2019;
4045;Czech Republic;;;2020;
4045;Czech Republic;;;2021;new
4040;Czechoslovakia Former;;;1950;
4040;Czechoslovakia Former;;;1951;
4040;Czechoslovakia Former;;;1952;
4040;Czechoslovakia Former;;;1953;
4040;Czechoslovakia Former;;;1954;
4040;Czechoslovakia Former;;;1955;
4040;Czechoslovakia Former;;;1956;
4040;Czechoslovakia Former;;;1957;
4040;Czechoslovakia Former;;;1958;
4040;Czechoslovakia Former;;;1959;
4040;Czechoslovakia Former;;;1960;
4040;Czechoslovakia Former;;;1961;
4040;Czechoslovakia Former;;;1962;
4040;Czechoslovakia Former;;;1963;
4040;Czechoslovakia Former;;;1964;
4040;Czechoslovakia Former;;;1965;
4040;Czechoslovakia Former;;;1966;
4040;Czechoslovakia Former;;;1967;
4040;Czechoslovakia Former;;;1968;
4040;Czechoslovakia Former;;;1969;
4040;Czechoslovakia Former;;;1970;
4040;Czechoslovakia Former;;;1971;
4040;Czechoslovakia Former;;;1972;
4040;Czechoslovakia Former;;;1973;
4040;Czechoslovakia Former;;;1974;
4040;Czechoslovakia Former;;;1975;
4040;Czechoslovakia Former;;;1976;
4040;Czechoslovakia Former;;;1977;
4040;Czechoslovakia Former;;;1978;
4040;Czechoslovakia Former;;;1979;
4040;Czechoslovakia Former;;;1980;
4040;Czechoslovakia Former;;;1981;
4040;Czechoslovakia Former;;;1982;
4040;Czechoslovakia Former;;;1983;
4040;Czechoslovakia Former;;;1984;
4040;Czechoslovakia Former;;;1985;
4040;Czechoslovakia Former;;;1986;
4040;Czechoslovakia Former;;;1987;
4040;Czechoslovakia Former;;;1988;
4040;Czechoslovakia Former;;;1989;
4040;Czechoslovakia Former;;;1990;
4040;Czechoslovakia Former;;;1991;
4050;Denmark;;;1950;
4050;Denmark;;;1951;
4050;Denmark;;;1952;
4050;Denmark;;;1953;
4050;Denmark;;;1954;
4050;Denmark;;;1955;
4050;Denmark;;;1956;
4050;Denmark;;;1957;
4050;Denmark;;;1958;
4050;Denmark;;;1959;
4050;Denmark;;;1960;
4050;Denmark;;;1961;
4050;Denmark;;;1962;
4050;Denmark;;;1963;
4050;Denmark;;;1964;
4050;Denmark;;;1965;
4050;Denmark;;;1966;
4050;Denmark;;;1967;
4050;Denmark;;;1968;
4050;Denmark;;;1969;
4050;Denmark;;;1970;
4050;Denmark;;;1971;
4050;Denmark;;;1972;
4050;Denmark;;;1973;
4050;Denmark;;;1974;
4050;Denmark;;;1975;
4050;Denmark;;;1976;
4050;Denmark;;;1977;
4050;Denmark;;;1978;
4050;Denmark;;;1979;
4050;Denmark;;;1980;
4050;Denmark;;;1981;
4050;Denmark;;;1982;
4050;Denmark;;;1983;
4050;Denmark;;;1984;
4050;Denmark;;;1985;
4050;Denmark;;;1986;
4050;Denmark;;;1987;
4050;Denmark;;;1988;
4050;Denmark;;;1989;
4050;Denmark;;;1990;
4050;Denmark;;;1991;
4050;Denmark;;;1992;
4050;Denmark;;;1993;
4050;Denmark;;;1994;
4050;Denmark;;;1995;
4050;Denmark;;;1996;
4050;Denmark;;;1997;
4050;Denmark;;;1998;
4050;Denmark;;;1999;
4050;Denmark;;;2000;
4050;Denmark;;;2001;
4050;Denmark;;;2002;
4050;Denmark;;;2003;
4050;Denmark;;;2004;
4050;Denmark;;;2005;
4050;Denmark;;;2006;
4050;Denmark;;;2007;
4050;Denmark;;;2008;
4050;Denmark;;;2009;
4050;Denmark;;;2010;
4050;Denmark;;;2011;
4050;Denmark;;;2012;
4050;Denmark;;;2013;
4050;Denmark;;;2014;
4050;Denmark;;;2015;
4050;Denmark;;;2016;
4050;Denmark;;;2017;
4050;Denmark;;;2018;
4050;Denmark;;;2019;new
4050;Denmark;;;2020;new
2160;Dominica;;;1960;
2160;Dominica;;;1961;
2160;Dominica;;;1962;
2160;Dominica;;;1963;
2160;Dominica;;;1964;
2160;Dominica;;;1965;
2160;Dominica;;;1966;
2160;Dominica;;;1967;
2160;Dominica;;;1968;
2160;Dominica;;;1969;
2160;Dominica;;;1973;
2160;Dominica;;;1975;
2160;Dominica;;;1976;
2160;Dominica;;;1977;
2160;Dominica;;;1978;
2160;Dominica;;;1979;
2160;Dominica;;;1980;
2160;Dominica;;;1981;
2160;Dominica;;;1982;
2160;Dominica;;;1984;
2160;Dominica;;;1985;
2170;Dominican Republic;;;1958;
2170;Dominican Republic;;;1959;
2170;Dominican Republic;;;1960;
2170;Dominican Republic;;;1961;
2170;Dominican Republic;;;1962;
2170;Dominican Republic;;;1963;
2170;Dominican Republic;;;1964;
2170;Dominican Republic;;;1965;
2170;Dominican Republic;;;1966;
2170;Dominican Republic;;;1967;
2170;Dominican Republic;;;1968;
2170;Dominican Republic;;;1969;
2170;Dominican Republic;;;1970;
2170;Dominican Republic;;;1971;
2170;Dominican Republic;;;1972;
2170;Dominican Republic;;;1973;
2170;Dominican Republic;;;1974;
2170;Dominican Republic;;;1975;
2170;Dominican Republic;;;1976;
2170;Dominican Republic;;;1977;
2170;Dominican Republic;;;1978;
2170;Dominican Republic;;;1979;
2170;Dominican Republic;;;1980;
2170;Dominican Republic;;;1981;
2170;Dominican Republic;;;1982;
2170;Dominican Republic;;;1983;
2170;Dominican Republic;;;1984;
2170;Dominican Republic;;;1985;
2180;Ecuador;;;1958;
2180;Ecuador;;;1959;
2180;Ecuador;;;1960;
2180;Ecuador;;;1961;
2180;Ecuador;;;1962;
2180;Ecuador;;;1963;
2180;Ecuador;;;1964;
2180;Ecuador;;;1965;
2180;Ecuador;;;1966;
2180;Ecuador;;;1967;
2180;Ecuador;;;1968;
2180;Ecuador;;;1969;
2180;Ecuador;;;1970;
2180;Ecuador;;;1971;
2180;Ecuador;;;1972;
2180;Ecuador;;;1973;
2180;Ecuador;;;1974;
2180;Ecuador;;;1975;
2180;Ecuador;;;1976;
2180;Ecuador;;;1977;
2180;Ecuador;;;1978;
2180;Ecuador;;;1979;
2180;Ecuador;;;1980;
2180;Ecuador;;;1982;
2180;Ecuador;;;1984;
2180;Ecuador;;;1985;
2180;Ecuador;;;1986;
2180;Ecuador;;;1987;
2180;Ecuador;;;1988;
2180;Ecuador;;;1991;
1125;Egypt;;;1955;
1125;Egypt;;;1956;
1125;Egypt;;;1957;
1125;Egypt;;;1958;
1125;Egypt;;;1959;
1125;Egypt;;;1960;
1125;Egypt;;;1961;
1125;Egypt;;;1962;
1125;Egypt;;;1963;
1125;Egypt;;;1964;
1125;Egypt;;;1965;
1125;Egypt;;;1966;
1125;Egypt;;;1967;
1125;Egypt;;;1970;
1125;Egypt;;;1971;
1125;Egypt;;;1972;
1125;Egypt;;;1973;
1125;Egypt;;;1974;
1125;Egypt;;;1975;
1125;Egypt;;;1976;
1125;Egypt;;;1977;
1125;Egypt;;;1978;
1125;Egypt;;;1979;
1125;Egypt;;;1980;
1125;Egypt;;;1981;
1125;Egypt;;;1984;
1125;Egypt;;;1985;
1125;Egypt;;;1986;
1125;Egypt;;;1987;
1125;Egypt;;;1988;
1125;Egypt;;;1989;
1125;Egypt;;;1990;
1125;Egypt;;;1991;
1125;Egypt;;;2001;
1125;Egypt;;;2002;
1125;Egypt;;;2003;
1125;Egypt;;;2004;
1125;Egypt;;;2005;
1125;Egypt;;;2006;
1125;Egypt;;;2007;
1125;Egypt;;;2008;
1125;Egypt;;;2009;
1125;Egypt;;;2010;
1125;Egypt;;;2011;
1125;Egypt;;;2012;
1125;Egypt;;;2013;
1125;Egypt;;;2014;
1125;Egypt;;;2015;
1125;Egypt;;;2016;
1125;Egypt;;;2017;
1125;Egypt;;;2018;
1125;Egypt;;;2019;
2190;El Salvador;;;1955;
2190;El Salvador;;;1956;
2190;El Salvador;;;1957;
2190;El Salvador;;;1958;
2190;El Salvador;;;1959;
2190;El Salvador;;;1960;
2190;El Salvador;;;1961;
2190;El Salvador;;;1962;
2190;El Salvador;;;1963;
2190;El Salvador;;;1964;
2190;El Salvador;;;1965;
2190;El Salvador;;;1966;
2190;El Salvador;;;1967;
2190;El Salvador;;;1968;
2190;El Salvador;;;1969;
2190;El Salvador;;;1970;
2190;El Salvador;;;1971;
2190;El Salvador;;;1972;
2190;El Salvador;;;1973;
2190;El Salvador;;;1974;
2190;El Salvador;;;1975;
2190;El Salvador;;;1976;
2190;El Salvador;;;1977;
2190;El Salvador;;;1978;
2190;El Salvador;;;1979;
2190;El Salvador;;;1981;
2190;El Salvador;;;1982;
2190;El Salvador;;;1983;
2190;El Salvador;;;1984;
2190;El Salvador;;;1992;
2190;El Salvador;;;1993;
4055;Estonia;;;1981;
4055;Estonia;;;1982;
4055;Estonia;;;1983;
4055;Estonia;;;1985;
4055;Estonia;;;1986;
4055;Estonia;;;1987;
4055;Estonia;;;1988;
4055;Estonia;;;1989;
4055;Estonia;;;1990;
4055;Estonia;;;1991;
4055;Estonia;;;1992;
4055;Estonia;;;1993;
4055;Estonia;;;1994;
4055;Estonia;;;1995;
4055;Estonia;;;1996;
4055;Estonia;;;1997;
4055;Estonia;;;1998;
4055;Estonia;;;1999;
4055;Estonia;;;2000;
4055;Estonia;;;2001;
4055;Estonia;;;2002;
4055;Estonia;;;2003;
4055;Estonia;;;2004;
4055;Estonia;;;2005;
4055;Estonia;;;2006;
4055;Estonia;;;2007;
4055;Estonia;;;2008;
4055;Estonia;;;2009;
4055;Estonia;;;2010;
4055;Estonia;;;2011;
4055;Estonia;;;2012;
4055;Estonia;;;2013;
4055;Estonia;;;2014;
4055;Estonia;;;2015;
4055;Estonia;;;2016;
2200;Falkland Islands (Malvinas);;;1979;
2200;Falkland Islands (Malvinas);;;1980;
2200;Falkland Islands (Malvinas);;;1981;
2200;Falkland Islands (Malvinas);;;1982;
2200;Falkland Islands (Malvinas);;;1983;
5070;Fiji;;;1955;
5070;Fiji;;;1956;
5070;Fiji;;;1957;
5070;Fiji;;;1958;
5070;Fiji;;;1959;
5070;Fiji;;;1960;
5070;Fiji;;;1961;
5070;Fiji;;;1962;
5070;Fiji;;;1963;
5070;Fiji;;;1964;
5070;Fiji;;;1965;
5070;Fiji;;;1966;
5070;Fiji;;;1967;
5070;Fiji;;;1968;
5070;Fiji;;;1969;
5070;Fiji;;;1970;
5070;Fiji;;;1978;
5070;Fiji;;;1980;
5070;Fiji;;;2009;
5070;Fiji;;;2019;
4070;Finland;;;1950;
4070;Finland;;;1951;
4070;Finland;;;1952;
4070;Finland;;;1953;
4070;Finland;;;1954;
4070;Finland;;;1955;
4070;Finland;;;1956;
4070;Finland;;;1957;
4070;Finland;;;1958;
4070;Finland;;;1959;
4070;Finland;;;1960;
4070;Finland;;;1961;
4070;Finland;;;1962;
4070;Finland;;;1963;
4070;Finland;;;1964;
4070;Finland;;;1965;
4070;Finland;;;1966;
4070;Finland;;;1967;
4070;Finland;;;1968;
4070;Finland;;;1969;
4070;Finland;;;1970;
4070;Finland;;;1971;
4070;Finland;;;1972;
4070;Finland;;;1973;
4070;Finland;;;1974;
4070;Finland;;;1975;
4070;Finland;;;1976;
4070;Finland;;;1977;
4070;Finland;;;1978;
4070;Finland;;;1979;
4070;Finland;;;1980;
4070;Finland;;;1981;
4070;Finland;;;1982;
4070;Finland;;;1983;
4070;Finland;;;1984;
4070;Finland;;;1985;
4070;Finland;;;1986;
4070;Finland;;;1987;
4070;Finland;;;1988;
4070;Finland;;;1989;
4070;Finland;;;1990;
4070;Finland;;;1991;
4070;Finland;;;1992;
4070;Finland;;;1993;
4070;Finland;;;1994;
4070;Finland;;;1995;
4070;Finland;;;1996;
4070;Finland;;;1997;
4070;Finland;;;1998;
4070;Finland;;;1999;
4070;Finland;;;2000;
4070;Finland;;;2001;
4070;Finland;;;2002;
4070;Finland;;;2003;
4070;Finland;;;2004;
4070;Finland;;;2005;
4070;Finland;;;2006;
4070;Finland;;;2007;
4070;Finland;;;2008;
4070;Finland;;;2009;
4070;Finland;;;2010;
4070;Finland;;;2011;
4070;Finland;;;2012;
4070;Finland;;;2013;
4070;Finland;;;2014;
4070;Finland;;;2016;
4070;Finland;;;2017;
4070;Finland;;;2018;
4070;Finland;;;2019;
4070;Finland;;;2020;new
4080;France;;;1950;
4080;France;;;1951;
4080;France;;;1952;
4080;France;;;1953;
4080;France;;;1954;
4080;France;;;1955;
4080;France;;;1956;
4080;France;;;1957;
4080;France;;;1958;
4080;France;;;1959;
4080;France;;;1960;
4080;France;;;1961;
4080;France;;;1962;
4080;France;;;1963;
4080;France;;;1964;
4080;France;;;1965;
4080;France;;;1966;
4080;France;;;1967;
4080;France;;;1968;
4080;France;;;1969;
4080;France;;;1970;
4080;France;;;1971;
4080;France;;;1972;
4080;France;;;1973;
4080;France;;;1974;
4080;France;;;1975;
4080;France;;;1976;
4080;France;;;1977;
4080;France;;;1978;
4080;France;;;1979;
4080;France;;;1980;
4080;France;;;1981;
4080;France;;;1982;
4080;France;;;1983;
4080;France;;;1984;
4080;France;;;1985;
4080;France;;;1986;
4080;France;;;1987;
4080;France;;;1988;
4080;France;;;1989;
4080;France;;;1990;
4080;France;;;1991;
4080;France;;;1992;
4080;France;;;1993;
4080;France;;;1994;
4080;France;;;1995;
4080;France;;;1996;
4080;France;;;1997;
4080;France;;;1998;
4080;France;;;1999;
4080;France;;;2000;
4080;France;;;2001;
4080;France;;;2002;
4080;France;;;2003;
4080;France;;;2004;
4080;France;;;2005;
4080;France;;;2006;
4080;France;;;2007;
4080;France;;;2008;
4080;France;;;2009;
4080;France;;;2010;
4080;France;;;2011;
4080;France;;;2012;
4080;France;;;2013;
4080;France;;;2014;
4080;France;;;2017;
2210;French Guiana;;;1970;
2210;French Guiana;;;1971;
2210;French Guiana;;;1972;
2210;French Guiana;;;1973;
2210;French Guiana;;;1974;
2210;French Guiana;;;1975;
2210;French Guiana;;;1976;
2210;French Guiana;;;1977;
2210;French Guiana;;;1978;
2210;French Guiana;;;1979;
2210;French Guiana;;;1981;
2210;French Guiana;;;1982;
2210;French Guiana;;;1984;
2210;French Guiana;;;2011;
4084;Georgia;;;1981;
4084;Georgia;;;1982;
4084;Georgia;;;1983;
4084;Georgia;;;1985;
4084;Georgia;;;1986;
4084;Georgia;;;1987;
4084;Georgia;;;1988;
4084;Georgia;;;1989;
4084;Georgia;;;1990;
4084;Georgia;;;1991;
4084;Georgia;;;1992;
4084;Georgia;;;1993;
4084;Georgia;;;1994;
4084;Georgia;;;1995;
4084;Georgia;;;1996;
4084;Georgia;;;1997;
4084;Georgia;;;1998;
4084;Georgia;;;1999;
4084;Georgia;;;2000;
4084;Georgia;;;2001;
4084;Georgia;;;2002;
4084;Georgia;;;2003;
4084;Georgia;;;2004;
4084;Georgia;;;2005;
4084;Georgia;;;2006;
4084;Georgia;;;2007;
4084;Georgia;;;2008;
4084;Georgia;;;2009;
4084;Georgia;;;2010;
4084;Georgia;;;2011;
4084;Georgia;;;2012;
4084;Georgia;;;2013;
4084;Georgia;;;2014;
4084;Georgia;;;2015;
4084;Georgia;;;2016;
4084;Georgia;;;2017;
4084;Georgia;;;2018;
4084;Georgia;;;2019;
4084;Georgia;;;2020;
4084;Georgia;;;2021;new
4085;Germany;;;1990;
4085;Germany;;;1991;
4085;Germany;;;1992;
4085;Germany;;;1993;
4085;Germany;;;1994;
4085;Germany;;;1995;
4085;Germany;;;1996;
4085;Germany;;;1997;
4085;Germany;;;1998;
4085;Germany;;;1999;
4085;Germany;;;2000;
4085;Germany;;;2001;
4085;Germany;;;2002;
4085;Germany;;;2003;
4085;Germany;;;2004;
4085;Germany;;;2005;
4085;Germany;;;2006;
4085;Germany;;;2007;
4085;Germany;;;2008;
4085;Germany;;;2009;
4085;Germany;;;2010;
4085;Germany;;;2011;
4085;Germany;;;2012;
4085;Germany;;;2013;
4085;Germany;;;2014;
4085;Germany;;;2015;
4085;Germany;;;2016;
4085;Germany;;;2017;
4085;Germany;;;2018;
4085;Germany;;;2019;
4085;Germany;;;2020;
4090;Germany Former Democratic Republic;;;1950;
4090;Germany Former Democratic Republic;;;1951;
4090;Germany Former Democratic Republic;;;1952;
4090;Germany Former Democratic Republic;;;1953;
4090;Germany Former Democratic Republic;;;1954;
4090;Germany Former Democratic Republic;;;1955;
4090;Germany Former Democratic Republic;;;1956;
4090;Germany Former Democratic Republic;;;1957;
4090;Germany Former Democratic Republic;;;1958;
4090;Germany Former Democratic Republic;;;1959;
4090;Germany Former Democratic Republic;;;1960;
4090;Germany Former Democratic Republic;;;1961;
4090;Germany Former Democratic Republic;;;1962;
4090;Germany Former Democratic Republic;;;1963;
4090;Germany Former Democratic Republic;;;1964;
4090;Germany Former Democratic Republic;;;1965;
4090;Germany Former Democratic Republic;;;1966;
4090;Germany Former Democratic Republic;;;1967;
4090;Germany Former Democratic Republic;;;1968;
4090;Germany Former Democratic Republic;;;1969;
4090;Germany Former Democratic Republic;;;1970;
4090;Germany Former Democratic Republic;;;1971;
4090;Germany Former Democratic Republic;;;1972;
4090;Germany Former Democratic Republic;;;1973;
4090;Germany Former Democratic Republic;;;1974;
4090;Germany Former Democratic Republic;;;1975;
4090;Germany Former Democratic Republic;;;1976;
4090;Germany Former Democratic Republic;;;1977;
4090;Germany Former Democratic Republic;;;1978;
4090;Germany Former Democratic Republic;;;1979;
4090;Germany Former Democratic Republic;;;1980;
4090;Germany Former Democratic Republic;;;1981;
4090;Germany Former Democratic Republic;;;1982;
4090;Germany Former Democratic Republic;;;1983;
4090;Germany Former Democratic Republic;;;1984;
4090;Germany Former Democratic Republic;;;1985;
4090;Germany Former Democratic Republic;;;1986;
4090;Germany Former Democratic Republic;;;1987;
4090;Germany Former Democratic Republic;;;1988;
4090;Germany Former Democratic Republic;;;1989;
4090;Germany Former Democratic Republic;;;1990;
4090;Germany Former Democratic Republic;;;1994;
4100;Germany Former Federal Republic;;;1950;
4100;Germany Former Federal Republic;;;1951;
4100;Germany Former Federal Republic;;;1952;
4100;Germany Former Federal Republic;;;1953;
4100;Germany Former Federal Republic;;;1954;
4100;Germany Former Federal Republic;;;1955;
4100;Germany Former Federal Republic;;;1956;
4100;Germany Former Federal Republic;;;1957;
4100;Germany Former Federal Republic;;;1958;
4100;Germany Former Federal Republic;;;1959;
4100;Germany Former Federal Republic;;;1960;
4100;Germany Former Federal Republic;;;1961;
4100;Germany Former Federal Republic;;;1962;
4100;Germany Former Federal Republic;;;1963;
4100;Germany Former Federal Republic;;;1964;
4100;Germany Former Federal Republic;;;1965;
4100;Germany Former Federal Republic;;;1966;
4100;Germany Former Federal Republic;;;1967;
4100;Germany Former Federal Republic;;;1968;
4100;Germany Former Federal Republic;;;1969;
4100;Germany Former Federal Republic;;;1970;
4100;Germany Former Federal Republic;;;1971;
4100;Germany Former Federal Republic;;;1972;
4100;Germany Former Federal Republic;;;1973;
4100;Germany Former Federal Republic;;;1974;
4100;Germany Former Federal Republic;;;1975;
4100;Germany Former Federal Republic;;;1976;
4100;Germany Former Federal Republic;;;1977;
4100;Germany Former Federal Republic;;;1978;
4100;Germany Former Federal Republic;;;1979;
4100;Germany Former Federal Republic;;;1980;
4100;Germany Former Federal Republic;;;1981;
4100;Germany Former Federal Republic;;;1982;
4100;Germany Former Federal Republic;;;1983;
4100;Germany Former Federal Republic;;;1984;
4100;Germany Former Federal Republic;;;1985;
4100;Germany Former Federal Republic;;;1986;
4100;Germany Former Federal Republic;;;1987;
4100;Germany Former Federal Republic;;;1988;
4100;Germany Former Federal Republic;;;1989;
4100;Germany Former Federal Republic;;;1990;
4100;Germany Former Federal Republic;;;1994;
4120;Germany West Berlin;;;1950;
4120;Germany West Berlin;;;1951;
4120;Germany West Berlin;;;1952;
4120;Germany West Berlin;;;1953;
4120;Germany West Berlin;;;1954;
4120;Germany West Berlin;;;1955;
4120;Germany West Berlin;;;1956;
4120;Germany West Berlin;;;1957;
4120;Germany West Berlin;;;1958;
4120;Germany West Berlin;;;1959;
4120;Germany West Berlin;;;1960;
4120;Germany West Berlin;;;1961;
4120;Germany West Berlin;;;1962;
4120;Germany West Berlin;;;1963;
4120;Germany West Berlin;;;1964;
4120;Germany West Berlin;;;1965;
4120;Germany West Berlin;;;1966;
4120;Germany West Berlin;;;1967;
4120;Germany West Berlin;;;1968;
4120;Germany West Berlin;;;1969;
4120;Germany West Berlin;;;1970;
4140;Greece;;;1950;
4140;Greece;;;1951;
4140;Greece;;;1952;
4140;Greece;;;1953;
4140;Greece;;;1954;
4140;Greece;;;1955;
4140;Greece;;;1956;
4140;Greece;;;1957;
4140;Greece;;;1958;
4140;Greece;;;1959;
4140;Greece;;;1960;
4140;Greece;;;1961;
4140;Greece;;;1962;
4140;Greece;;;1963;
4140;Greece;;;1964;
4140;Greece;;;1965;
4140;Greece;;;1966;
4140;Greece;;;1967;
4140;Greece;;;1968;
4140;Greece;;;1969;
4140;Greece;;;1970;
4140;Greece;;;1971;
4140;Greece;;;1972;
4140;Greece;;;1973;
4140;Greece;;;1974;
4140;Greece;;;1975;
4140;Greece;;;1976;
4140;Greece;;;1977;
4140;Greece;;;1978;
4140;Greece;;;1979;
4140;Greece;;;1980;
4140;Greece;;;1981;
4140;Greece;;;1982;
4140;Greece;;;1983;
4140;Greece;;;1984;
4140;Greece;;;1985;
4140;Greece;;;1986;
4140;Greece;;;1987;
4140;Greece;;;1988;
4140;Greece;;;1989;
4140;Greece;;;1990;
4140;Greece;;;1991;
4140;Greece;;;1992;
4140;Greece;;;1993;
4140;Greece;;;1994;
4140;Greece;;;1995;
4140;Greece;;;1996;
4140;Greece;;;1997;
4140;Greece;;;1998;
4140;Greece;;;1999;
4140;Greece;;;2000;
4140;Greece;;;2001;
4140;Greece;;;2002;
4140;Greece;;;2003;
4140;Greece;;;2004;
4140;Greece;;;2005;
4140;Greece;;;2006;
4140;Greece;;;2007;
4140;Greece;;;2008;
4140;Greece;;;2009;
4140;Greece;;;2010;
4140;Greece;;;2011;
4140;Greece;;;2012;
4140;Greece;;;2013;
4140;Greece;;;2014;
4140;Greece;;;2015;
4140;Greece;;;2016;
4140;Greece;;;2017;
4140;Greece;;;2018;
4140;Greece;;;2019;
4140;Greece;;;2020;new
2230;Grenada;;;1970;
2230;Grenada;;;1971;
2230;Grenada;;;1972;
2230;Grenada;;;1973;
2230;Grenada;;;1974;
2230;Grenada;;;1975;
2230;Grenada;;;1976;
2230;Grenada;;;1977;
2230;Grenada;;;1978;
2230;Grenada;;;1979;
2230;Grenada;;;1980;
2230;Grenada;;;1984;
2230;Grenada;;;1988;
2230;Grenada;;;1990;
2230;Grenada;;;1991;
2240;Guadeloupe;;;1972;
2240;Guadeloupe;;;1973;
2240;Guadeloupe;;;1974;
2240;Guadeloupe;;;1976;
2240;Guadeloupe;;;1977;
2240;Guadeloupe;;;1978;
2240;Guadeloupe;;;1979;
2240;Guadeloupe;;;1981;
2240;Guadeloupe;;;1982;
2240;Guadeloupe;;;1983;
2240;Guadeloupe;;;2011;
2250;Guatemala;;;1958;
2250;Guatemala;;;1959;
2250;Guatemala;;;1960;
2250;Guatemala;;;1961;
2250;Guatemala;;;1962;
2250;Guatemala;;;1963;
2250;Guatemala;;;1964;
2250;Guatemala;;;1965;
2250;Guatemala;;;1966;
2250;Guatemala;;;1967;
2250;Guatemala;;;1968;
2250;Guatemala;;;1969;
2250;Guatemala;;;1970;
2250;Guatemala;;;1971;
2250;Guatemala;;;1972;
2250;Guatemala;;;1973;
2250;Guatemala;;;1974;
2250;Guatemala;;;1975;
2250;Guatemala;;;1976;
2250;Guatemala;;;1977;
2250;Guatemala;;;1978;
2250;Guatemala;;;1979;
2250;Guatemala;;;1980;
2250;Guatemala;;;1981;
2250;Guatemala;;;1982;
2250;Guatemala;;;1983;
2250;Guatemala;;;1984;
2260;Guyana;;;1975;
2260;Guyana;;;1976;
2260;Guyana;;;1977;
2260;Guyana;;;1978;
2260;Guyana;;;1979;
2260;Guyana;;;1982;
2260;Guyana;;;1984;
2280;Honduras;;;1960;
2280;Honduras;;;1961;
2280;Honduras;;;1962;
2280;Honduras;;;1963;
2280;Honduras;;;1964;
2280;Honduras;;;1965;
2280;Honduras;;;1966;
2280;Honduras;;;1967;
2280;Honduras;;;1968;
2280;Honduras;;;1969;
2280;Honduras;;;1970;
2280;Honduras;;;1971;
2280;Honduras;;;1972;
2280;Honduras;;;1973;
2280;Honduras;;;1974;
2280;Honduras;;;1975;
2280;Honduras;;;1976;
2280;Honduras;;;1977;
2280;Honduras;;;1978;
2280;Honduras;;;1979;
2280;Honduras;;;1980;
2280;Honduras;;;1981;
2280;Honduras;;;1982;
3090;Hong Kong SAR;;;1960;
3090;Hong Kong SAR;;;1961;
3090;Hong Kong SAR;;;1962;
3090;Hong Kong SAR;;;1963;
3090;Hong Kong SAR;;;1964;
3090;Hong Kong SAR;;;1965;
3090;Hong Kong SAR;;;1966;
3090;Hong Kong SAR;;;1967;
3090;Hong Kong SAR;;;1968;
3090;Hong Kong SAR;;;1969;
3090;Hong Kong SAR;;;1970;
3090;Hong Kong SAR;;;1971;
3090;Hong Kong SAR;;;1972;
